0013A200416C0E50,BME280,temperature,29.380603,2018-11-09 11:34:20 +0000 UTC
0013A200416C0E50,BME280,temperature,30.273039,2018-11-09 11:34:23 +0000 UTC
0013A200416C0E50,BME280,temperature,29.799922,2018-11-09 11:34:26 +0000 UTC
0013A200416C0E50,BME280,temperature,29.339197,2018-11-09 11:34:30 +0000 UTC
0013A200416C0E50,BME280,temperature,30.154270,2018-11-09 11:34:33 +0000 UTC
0013A200416C0E50,BME280,temperature,30.111082,2018-11-09 11:34:36 +0000 UTC
0013A200416C0E50,BME280,temperature,29.204935,2018-11-09 11:34:39 +0000 UTC
0013A200416C0E50,BME280,temperature,30.874493,2018-11-09 11:34:42 +0000 UTC
0013A200416C0E50,BME280,temperature,29.223811,2018-11-09 11:34:45 +0000 UTC
0013A200416C0E50,BME280,temperature,29.749359,2018-11-09 11:34:48 +0000 UTC
0013A200416C0E50,BME280,temperature,29.446964,2018-11-09 11:34:51 +0000 UTC
0013A200416C0E50,BME280,temperature,29.645510,2018-11-09 11:34:54 +0000 UTC
0013A200416C0E50,BME280,temperature,29.591087,2018-11-09 11:34:57 +0000 UTC
0013A200416C0E50,BME280,temperature,29.919511,2018-11-09 11:35:00 +0000 UTC
0013A200416C0E50,BME280,temperature,30.143346,2018-11-09 11:35:03 +0000 UTC
0013A200416C0E50,BME280,temperature,29.289675,2018-11-09 11:35:06 +0000 UTC
0013A200416C0E50,BME280,temperature,29.964789,2018-11-09 11:35:09 +0000 UTC
0013A200416C0E50,BME280,temperature,30.855521,2018-11-09 11:35:12 +0000 UTC
0013A200416C0E50,BME280,temperature,30.799404,2018-11-09 11:35:15 +0000 UTC
0013A200416C0E50,BME280,temperature,30.629978,2018-11-09 11:35:18 +0000 UTC
0013A200416C0E50,BME280,temperature,30.371813,2018-11-09 11:35:21 +0000 UTC
0013A200416C0E50,BME280,temperature,30.698061,2018-11-09 11:35:24 +0000 UTC
0013A200416C0E50,BME280,temperature,30.546693,2018-11-09 11:35:27 +0000 UTC
0013A200416C0E50,BME280,temperature,30.289720,2018-11-09 11:35:30 +0000 UTC
0013A200416C0E50,BME280,temperature,30.338029,2018-11-09 11:35:33 +0000 UTC
0013A200416C0E50,BME280,temperature,29.380107,2018-11-09 11:35:36 +0000 UTC
0013A200416C0E50,BME280,temperature,29.065906,2018-11-09 11:35:39 +0000 UTC
0013A200416C0E50,BME280,temperature,29.997391,2018-11-09 11:35:42 +0000 UTC
